brand,model,price,description,category,country,source,sourceType,url
LG,24MT49VW,44 999 Ft,LG 24MT49VW HD Ready LED Monitor Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-24mt49vw-hd-ready-led-monitor-tv/p/216950
Hyundai,HLN32T350,64 999 Ft,Hyundai HLN32T350 HD Ready Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/hyundai-hln32t350-hd-ready-smart-led-tv/p/215227
Philips,55PUS7803/12,219 999 Ft,Philips 55PUS7803/12 4K Ultra HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/philips-55pus7803-12-4k-ultra-hd-smart-led-tv/p/219394
Manta,LED320M9T,,Manta LED320M9T HD Ready LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/manta-led320m9t-hd-ready-led-tv/p/217447
Manta,LED320E10,,Manta LED320E10 HD Ready LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/manta-led320e10-hd-ready-led-tv/p/216961
Philips,50PUS6162/12,139 999 Ft,Philips 50PUS6162/12 4K Ultra HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/philips-50pus6162-12-4k-ultra-hd-smart-led-tv/p/214324
Philips,43PUS6162/12,109 999 Ft,Philips 43PUS6162/12 4K Ultra HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/philips-43pus6162-12-4k-ultra-hd-smart-led-tv/p/213728
Hama,4356:,6 499 Ft,Hama 4356: GoPro tapadókorongos tartó 360°-os fejjel,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/hama-4356-gopro-tapadokorongos-tarto-360-os-fejjel/p/203773
Navon,"Univerzális,",1 499 Ft,"Navon Univerzális, Dönthető TV konzol (14""-48"")",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/navon-univerzalis-dontheto-tv-konzol-14-48/p/211303
LG,43LJ594V,145 999 Ft,LG 43LJ594V Full HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-43lj594v-full-hd-smart-led-tv/p/211758
Sony,UBPX800B,94 990 Ft,Sony UBPX800B Blu-ray lejátszó,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/sony-ubpx800b-blu-ray-lejatszo/p/215565
Samsung,UE55M5502A,259 999 Ft,Samsung UE55M5502A KXXH Full HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/samsung-ue55m5502a-kxxh-full-hd-smart-led-tv/p/211547
Samsung,T28E310EW,49 999 Ft,Samsung T28E310EW HD Ready LED Monitor Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/samsung-t28e310ew-hd-ready-led-monitor-tv/p/167159
